,index,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M,False Positive,False Negative,costs
543,544,vec_similairy,20,20,cosine,sentence-based,n50_de_rma,"[10 15 11 15 11 15 12 11 18  3 19 14  5  0  0  9  9  4  9  4  5  5  5 15  7
  5  5 17  8 15  6  1 10  1  2  0 16 15 10 15 17  1 11 15  0 15  0  0  4 13]",248.0,54.0,1.0,82.0,166.0,"(41.357310382766805, 25.136759116833087)"
544,545,vec_similairy,22,11,nearest_neighbors,word-based,n50_de_rma,"[13, 12, 19, 10, 0, 0, 0, 19, 16, 12, 12, 2, 12, 11, 21, 16, 14, 10, 0, 10, 4, 16, 16, 2, 4, 4, 19, 12, 12, 4, 12, 12, 4, 19, 19, 21, 21, 12, 13, 4, 12, 16, 19, 12, 2, 12, 12, 12, 10, 21]",332.0,80.0,4.0,56.0,276.0,"(111.17621606305055, 29.067823797896583)"
545,546,vec_similairy,22,22,nearest_neighbors,sentence-based,n50_de_rma,"[16  5  2  1  2 15  9  2  0 17  3 17 19  9  9  1 13 10 17  2  1  1  1  7 11
 20  7 15  6  5 21  6  0  7  6  6  6  5 16  5 14 18  2  4  0  4  9 12 13  8]",188.0,54.0,2.0,82.0,106.0,"(40.079630492847897, 26.183158331793873)"
546,547,vec_similairy,22,16,precomputed,word-based,n50_de_rma,"[8, 8, 3, 4, 21, 21, 21, 21, 16, 21, 18, 5, 20, 15, 6, 16, 17, 7, 0, 21, 11, 11, 11, 18, 19, 0, 3, 3, 12, 20, 8, 3, 19, 3, 3, 5, 5, 8, 3, 20, 8, 8, 3, 8, 18, 8, 8, 20, 5, 5]",254.0,70.0,2.0,66.0,188.0,"(112.10334681549044, 29.060810089998551)"
547,548,vec_similairy,22,22,precomputed,sentence-based,n50_de_rma,"[ 4  8 20  1  2 12 17  2 13  2  6  5  5  0 10 19 19  1  1 18  3  3  3  1  5
  5 11 15 16  5 10 14  4  9  9  5 14  5  4  5 21  5  2 10 16  5 10 15 18  7]",236.0,50.0,2.0,86.0,150.0,"(41.486668363154109, 25.54742615514942)"
548,549,vec_similairy,22,8,rbf,word-based,n50_de_rma,"[2, 1, 4, 1, 4, 2, 1, 4, 2, 1, 1, 20, 1, 6, 1, 0, 14, 1, 0, 1, 2, 12, 12, 1, 1, 2, 4, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 4, 2, 12, 12, 1, 1, 20, 12, 12, 1, 1, 1]",740.0,78.0,3.5,58.0,682.0,"(101.65971485653242, 26.867304610843476)"
549,550,vec_similairy,22,22,rbf,sentence-based,n50_de_rma,"[ 0 11  0 18  0  1  6  0 10  0 12  0 15 13 13 16  0  0  0  0 16 16 16 20  5
  3 21  3  7  8  8  3 10 20  8  9  3 17  0 19  4  3  0 19 20 17 13 14  0  2]",302.0,48.0,1.0,88.0,214.0,"(38.596841184133396, 25.801197446918305)"
550,551,vec_similairy,22,8,sigmoid,word-based,n50_de_rma,"[9, 9, 2, 7, 2, 10, 8, 8, 10, 8, 8, 8, 9, 9, 9, 7, 6, 8, 0, 8, 10, 9, 10, 2, 10, 10, 21, 7, 8, 10, 7, 2, 10, 2, 2, 7, 2, 9, 7, 10, 9, 7, 8, 9, 2, 9, 9, 10, 8, 2]",462.0,64.0,8.0,72.0,390.0,"(73.120586599456928, 27.445665031951606)"
551,552,vec_similairy,22,22,sigmoid,sentence-based,n50_de_rma,"[ 3 19  0  0  0 14  0  3  0  0  9 21 18  0  0  0  3  0  0  3  0  0  0  0  2
  4  0 11 13  5  8  1  0  0  7 10  6 15  0 17  0 20  0 12  0  0  0 16  3  0]",702.0,52.0,1.0,84.0,618.0,"(35.132422296185567, 21.564162897450323)"
552,553,vec_similairy,22,17,polynomial,word-based,n50_de_rma,"[19, 7, 14, 18, 15, 19, 15, 14, 6, 4, 18, 18, 7, 13, 11, 6, 10, 9, 0, 9, 17, 7, 1, 18, 19, 17, 18, 17, 4, 21, 18, 14, 19, 14, 9, 19, 18, 3, 19, 8, 7, 7, 14, 3, 11, 7, 1, 1, 9, 19]",258.0,48.0,2.0,88.0,170.0,"(106.97876240425791, 28.826702171261974)"
553,554,vec_similairy,22,22,polynomial,sentence-based,n50_de_rma,"[13 16  8  1 15  0 16 19  4  0  0 20  0 16 16  3 17 12  0 11  6 21  9  0  0
  0  7  0  0  0  0  0  2  7  0  0  0  0 10  0  0  0 14  0  5 16 16  0 18 16]",532.0,80.0,1.0,56.0,476.0,"(42.483312259697136, 20.230881421648213)"
554,555,vec_similairy,22,14,poly,word-based,n50_de_rma,"[14, 0, 9, 3, 9, 14, 3, 21, 7, 21, 21, 5, 3, 6, 3, 7, 2, 18, 0, 18, 14, 0, 3, 3, 20, 20, 9, 3, 21, 3, 3, 3, 14, 3, 9, 3, 3, 0, 9, 4, 0, 0, 9, 0, 1, 0, 3, 3, 18, 11]",380.0,68.0,2.0,68.0,312.0,"(103.2705350194896, 28.031801626647681)"
555,556,vec_similairy,22,22,poly,sentence-based,n50_de_rma,"[16 20  9  3 12  1 20 17  4 14  1 14  1 20 20 11 18 10 14 15  6 21  2  1  1
  1 13  1  1  1  1  1  7 13  1  1  1  1  0  1  1  1  8  1  5 20 20  1 19 20]",460.0,78.0,1.0,58.0,402.0,"(43.002963819986434, 20.687234614259978)"
556,557,vec_similairy,22,14,linear,word-based,n50_de_rma,"[6, 6, 5, 0, 3, 3, 3, 5, 21, 3, 10, 10, 6, 8, 8, 21, 2, 10, 0, 10, 7, 7, 7, 5, 17, 17, 5, 5, 4, 17, 6, 5, 11, 5, 5, 0, 16, 6, 5, 17, 6, 0, 5, 6, 19, 6, 8, 7, 10, 16]",298.0,56.0,3.5,80.0,218.0,"(113.68524661674937, 28.745008036582181)"
557,558,vec_similairy,22,22,linear,sentence-based,n50_de_rma,"[14  1 11  7 17  1  1 16  2 20  1 19  1  1  1  3  0  8 21 18 12  1  4  1  1
  1 10  1  1  1  1  1  9 10  1  1  1  1  5  1  1  1 13  1  6  1  1  1 15  1]",768.0,88.0,1.0,48.0,720.0,"(43.914916682119234, 15.705639265904688)"
558,559,vec_similairy,22,13,cosine,word-based,n50_de_rma,"[11, 11, 6, 21, 18, 18, 18, 6, 5, 18, 11, 15, 11, 7, 7, 5, 3, 15, 0, 15, 9, 9, 9, 6, 15, 17, 15, 15, 1, 17, 15, 6, 15, 6, 15, 15, 15, 11, 6, 17, 11, 11, 15, 11, 20, 11, 11, 17, 15, 15]",382.0,70.0,2.0,66.0,316.0,"(111.68068872620795, 28.595207083132394)"
559,560,vec_similairy,22,22,cosine,sentence-based,n50_de_rma,"[ 5  2 11  2 11  8 13 11 16  7 10 19  4 17 17 18 18  3 18  3  4  4  4  0 15
  1  1  2 14  2  6  2  5  0  9 20 12  0  5  2  2  0 11  2 17 17 17  4  3 21]",206.0,60.0,1.0,76.0,130.0,"(42.085280593396199, 25.563226535348207)"
560,561,vec_similairy,24,14,nearest_neighbors,word-based,n50_de_rma,"[18, 18, 20, 9, 20, 11, 11, 20, 10, 6, 11, 1, 18, 7, 15, 10, 21, 9, 0, 9, 12, 10, 12, 1, 11, 11, 20, 11, 6, 19, 11, 20, 11, 20, 20, 9, 15, 18, 23, 19, 18, 10, 11, 18, 1, 18, 18, 10, 9, 15]",290.0,62.0,2.5,74.0,216.0,"(115.85421906230849, 29.358033672831027)"
561,562,vec_similairy,24,24,nearest_neighbors,sentence-based,n50_de_rma,"[ 4  9 12  8 11 16 10  2 20  2  1 12 15 18  5  6  8 11  2 12  8  8  8  3 13
 21 19 16  1  0  0  7  4  3  1  9 19  0  4  0 14 22  4 23 20 18  5  7 11 17]",182.0,44.0,2.0,92.0,90.0,"(40.237165380567902, 26.604823220618538)"
562,563,vec_similairy,24,15,precomputed,word-based,n50_de_rma,"[8, 12, 0, 6, 2, 9, 12, 0, 4, 4, 4, 4, 12, 19, 19, 16, 23, 6, 0, 6, 13, 13, 13, 4, 9, 2, 2, 6, 11, 18, 6, 0, 4, 0, 0, 6, 4, 8, 0, 18, 8, 3, 9, 8, 22, 12, 12, 18, 6, 9]",272.0,52.0,3.0,84.0,188.0,"(115.91953587087356, 29.247479426663602)"
563,564,vec_similairy,24,24,precomputed,sentence-based,n50_de_rma,"[ 0  1  3 11  3 14 12  3 19 11  6  2 20  8 17 22 22 11 11  5  4  4  4 18 10
  1  1 11 21  1  6  7  0  7  9 15  7 16  0  1 13 10  3 10 17  8 17  8  5 23]",176.0,52.0,1.5,84.0,92.0,"(42.306032580814758, 26.362931433251699)"
564,565,vec_similairy,24,11,rbf,word-based,n50_de_rma,"[1, 1, 0, 3, 0, 1, 3, 0, 2, 3, 3, 7, 8, 6, 4, 3, 13, 3, 0, 3, 1, 8, 1, 0, 2, 2, 0, 3, 3, 2, 3, 3, 2, 3, 3, 3, 3, 10, 21, 2, 8, 8, 0, 1, 7, 8, 8, 1, 3, 1]",426.0,80.0,2.0,56.0,370.0,"(106.89995952049192, 27.720360177549789)"
565,566,vec_similairy,24,24,rbf,sentence-based,n50_de_rma,"[ 1  6  1 20  1  7  5  1 16  1  3  1 11 23  8  1  1  1  1  1 19 19 19  0 12
 15 21  1  4 17 17 15 16  0 22  9 15 14  1 17  2 18  1 17  0 14  8 13  1 10]",340.0,46.0,1.0,90.0,250.0,"(38.644574915588315, 25.676349078677124)"
566,567,vec_similairy,24,10,sigmoid,word-based,n50_de_rma,"[14, 14, 9, 6, 0, 6, 5, 0, 6, 10, 13, 13, 14, 21, 9, 10, 17, 9, 0, 5, 6, 14, 6, 0, 5, 5, 5, 5, 9, 5, 9, 9, 6, 9, 9, 9, 9, 9, 6, 5, 14, 6, 5, 14, 0, 14, 14, 6, 5, 7]",386.0,76.0,3.5,60.0,326.0,"(81.965393639559309, 28.947716654009852)"
567,568,vec_similairy,24,24,sigmoid,sentence-based,n50_de_rma,"[22 20  0  0  0 11  0 22  0  0  2 23 12  0  0  0 22  0  0 22  0  0  0  0  1
  3  0 10 13  8  5  6  0  0  4 17 16 14  0 15 21 19  0  7  0 18  0  9 22  0]",620.0,46.0,1.0,90.0,530.0,"(35.749509774681741, 22.676575114571289)"
568,569,vec_similairy,24,13,polynomial,word-based,n50_de_rma,"[3, 13, 17, 2, 23, 23, 23, 18, 0, 18, 18, 1, 13, 11, 2, 0, 19, 1, 0, 6, 21, 13, 14, 1, 6, 2, 17, 2, 18, 2, 2, 2, 6, 17, 17, 2, 2, 2, 17, 2, 13, 13, 17, 13, 1, 13, 2, 2, 6, 6]",326.0,72.0,3.0,64.0,262.0,"(108.85072435372578, 28.656358561278488)"
569,570,vec_similairy,24,24,polynomial,sentence-based,n50_de_rma,"[17 21 15  2 13  1 21 19  6  1  1 22  1 21 21  9 18  0 23 16  8  5  4  1  1
  1 10  1  1  1  1  1 11  3  1  1  1  1 12  1  1  1 14  1  7 21 21  1 20 21]",488.0,80.0,1.0,56.0,432.0,"(44.002341860542792, 20.493091288118421)"
570,571,vec_similairy,24,16,poly,word-based,n50_de_rma,"[2, 19, 11, 13, 14, 12, 14, 21, 12, 21, 21, 3, 19, 16, 13, 6, 5, 8, 0, 8, 12, 19, 12, 13, 2, 11, 11, 13, 21, 4, 13, 13, 2, 13, 13, 13, 13, 20, 7, 4, 19, 19, 11, 13, 3, 19, 13, 13, 8, 13]",304.0,74.0,2.0,62.0,242.0,"(105.22350807507277, 28.293750680353245)"
571,572,vec_similairy,24,24,poly,sentence-based,n50_de_rma,"[21  1  0  9 16  2  1 20  4 23  2 22  2  1  1 12 17 14  2 18  3  8 10  2  2
  2  7  2  2  2  2  2 11  6  2  2  2  2 13  2  2  2 15  2  5  1  1  2 19  1]",492.0,78.0,1.0,58.0,434.0,"(44.017904105489414, 20.486555288108988)"
572,573,vec_similairy,24,17,linear,word-based,n50_de_rma,"[0, 0, 7, 5, 15, 15, 15, 2, 11, 15, 2, 12, 0, 6, 14, 11, 4, 8, 0, 8, 19, 19, 21, 2, 23, 20, 8, 0, 13, 23, 0, 8, 21, 7, 8, 8, 14, 0, 7, 23, 0, 0, 7, 0, 2, 0, 0, 23, 8, 18]",292.0,62.0,2.0,74.0,218.0,"(117.06035698287039, 29.041158029235206)"
573,574,vec_similairy,24,24,linear,sentence-based,n50_de_rma,"[17  1  0  5 11  1  1 20 12 22  1 21  1  1  1 13 18 14 23 16  3  4  2  1  1
  1  8  1  1  1  1  1  7  9  1  1  1  1 10  1  1  1 15  1  6  1  1  1 19  1]",712.0,88.0,1.0,48.0,664.0,"(44.661907107017299, 16.48269795288547)"
574,575,vec_similairy,24,16,cosine,word-based,n50_de_rma,"[17, 17, 10, 15, 19, 2, 19, 10, 5, 18, 4, 9, 17, 1, 1, 5, 23, 3, 0, 3, 8, 8, 8, 10, 2, 18, 10, 17, 3, 4, 17, 17, 5, 10, 10, 2, 14, 17, 10, 4, 17, 18, 2, 17, 7, 17, 17, 4, 3, 2]",284.0,60.0,2.5,76.0,208.0,"(116.16860239971962, 28.834894914865025)"
575,576,vec_similairy,24,24,cosine,sentence-based,n50_de_rma,"[ 0  0  1  0  1 13 19  1  3 20 11 12  9  0  0 17 17 10  9 10  9  9  9  0  4
 23  7  8 15  0  6  5  3 22  2 16 21 22  3  0 14  0  1  0  0  0  0  9 10 18]",280.0,60.0,1.0,76.0,204.0,"(41.438459735973801, 24.716780622993848)"
576,577,skipthoughts_similarity,8,7,nearest_neighbors,word-based,n50_de_rma,"[6, 6, 5, 7, 5, 6, 6, 5, 6, 5, 5, 1, 6, 3, 3, 2, 2, 1, 0, 1, 6, 6, 6, 1, 6, 6, 1, 6, 5, 6, 5, 5, 6, 5, 5, 6, 5, 5, 5, 6, 5, 6, 6, 6, 1, 6, 3, 6, 6, 6]",748.0,82.0,3.0,54.0,694.0,"(82.352175824579646, 23.592000950750698)"
577,578,skipthoughts_similarity,8,8,nearest_neighbors,sentence-based,n50_de_rma,"[7 1 3 4 3 0 6 3 1 3 0 4 2 5 7 4 4 3 4 3 6 6 6 7 7 2 1 5 2 2 2 5 1 0 7 5 0
 5 1 2 5 1 3 2 4 7 7 0 3 7]",350.0,56.0,6.0,80.0,270.0,"(52.519481749974538, 29.504903400242238)"
578,579,skipthoughts_similarity,8,8,precomputed,word-based,n50_de_rma,"[7, 1, 7, 6, 7, 2, 7, 7, 1, 7, 7, 0, 7, 4, 4, 3, 5, 7, 0, 0, 2, 2, 2, 0, 1, 1, 7, 7, 7, 1, 7, 7, 1, 7, 7, 6, 7, 7, 7, 1, 7, 6, 7, 7, 0, 7, 4, 1, 7, 2]",694.0,76.0,4.0,60.0,634.0,"(83.544405514867975, 23.832349994804247)"
579,580,skipthoughts_similarity,8,8,precomputed,sentence-based,n50_de_rma,"[0 3 6 1 2 4 0 7 3 0 3 2 1 0 0 3 3 7 4 7 5 5 5 6 6 3 3 1 3 1 1 1 0 6 1 1 6
 6 0 1 1 3 7 1 1 0 0 3 2 0]",422.0,66.0,5.0,70.0,352.0,"(53.480855087439224, 27.841635460555466)"
580,581,skipthoughts_similarity,8,5,rbf,word-based,n50_de_rma,"[1, 1, 5, 1, 5, 1, 1, 5, 1, 1, 5, 0, 1, 7, 7, 3, 3, 0, 0, 0, 1, 1, 1, 0, 1, 1, 5, 1, 0, 1, 1, 5, 1, 5, 5, 1, 5, 7, 5, 1, 1, 1, 5, 7, 0, 1, 7, 1, 0, 1]",774.0,76.0,8.0,60.0,714.0,"(76.800255601339956, 22.538156867341719)"
581,582,skipthoughts_similarity,8,8,rbf,sentence-based,n50_de_rma,"[5 3 0 0 0 6 0 0 3 0 6 0 7 7 6 0 0 4 0 4 1 1 1 3 6 3 3 2 3 6 7 7 3 6 6 7 6
 2 5 7 7 3 0 3 6 0 3 6 0 0]",470.0,66.0,5.0,70.0,400.0,"(51.779558485604525, 28.073039108812758)"
582,583,skipthoughts_similarity,8,4,sigmoid,word-based,n50_de_rma,"[1, 1, 2, 2, 1, 2, 2, 3, 2, 2, 2, 0, 2, 1, 1, 2, 0, 3, 0, 3, 1, 1, 2, 1, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 1, 2, 1, 2, 3, 2]",1006.0,104.0,8.5,32.0,974.0,"(58.46773153873081, 20.282849118784547)"
583,584,skipthoughts_similarity,8,1,sigmoid,sentence-based,n50_de_rma,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2364.0,136.0,50.0,0.0,2364.0,"(36.23607185930004, 0)"
584,585,skipthoughts_similarity,8,8,polynomial,word-based,n50_de_rma,"[3, 3, 0, 4, 0, 2, 0, 0, 2, 0, 0, 5, 3, 5, 5, 1, 7, 5, 0, 5, 2, 2, 2, 5, 2, 0, 0, 0, 5, 6, 5, 5, 2, 5, 0, 4, 5, 3, 0, 6, 3, 4, 0, 3, 5, 3, 3, 6, 5, 2]",486.0,68.0,5.5,68.0,418.0,"(77.260066819855112, 24.260609252849591)"
585,586,skipthoughts_similarity,8,8,polynomial,sentence-based,n50_de_rma,"[4 2 4 2 4 2 4 0 2 5 2 6 7 7 2 1 1 0 2 0 3 3 3 2 2 2 2 7 2 7 7 7 4 7 7 7 7
 7 4 7 7 2 0 2 7 4 4 2 4 4]",536.0,76.0,3.5,60.0,476.0,"(53.400466029700837, 25.649259264171061)"
586,587,skipthoughts_similarity,8,8,poly,word-based,n50_de_rma,"[7, 7, 3, 6, 3, 4, 0, 3, 4, 3, 0, 0, 7, 0, 0, 1, 5, 0, 0, 0, 4, 4, 4, 0, 2, 3, 3, 3, 0, 2, 0, 0, 4, 0, 3, 0, 0, 7, 3, 2, 7, 6, 3, 7, 0, 7, 7, 4, 0, 0]",556.0,66.0,5.0,70.0,486.0,"(77.873459582173979, 24.020798939184431)"
587,588,skipthoughts_similarity,8,8,poly,sentence-based,n50_de_rma,"[1 4 1 4 1 4 1 6 4 0 4 7 2 2 4 3 3 6 1 6 5 5 5 4 4 4 4 2 4 2 2 2 1 2 2 2 2
 2 1 2 2 4 6 4 2 1 4 4 1 1]",532.0,78.0,3.5,58.0,474.0,"(53.309008320030756, 25.571302824318348)"
588,589,skipthoughts_similarity,8,8,linear,word-based,n50_de_rma,"[7, 0, 7, 4, 7, 6, 7, 7, 5, 7, 7, 2, 7, 0, 0, 3, 1, 2, 0, 2, 6, 6, 6, 2, 5, 7, 7, 7, 7, 5, 7, 7, 5, 7, 7, 4, 7, 7, 7, 5, 7, 4, 7, 7, 2, 7, 0, 5, 3, 6]",634.0,78.0,5.0,58.0,576.0,"(83.599603935831951, 23.896981373933567)"
589,590,skipthoughts_similarity,8,8,linear,sentence-based,n50_de_rma,"[6 1 1 1 6 1 1 5 1 4 1 0 1 1 1 3 3 5 7 5 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 5 1 1 1 1 1 6 1]",1170.0,116.0,2.5,20.0,1150.0,"(53.393233041819975, 13.704656932055959)"
590,591,skipthoughts_similarity,8,8,cosine,word-based,n50_de_rma,"[1, 6, 1, 7, 1, 3, 1, 1, 0, 1, 1, 2, 1, 6, 6, 4, 5, 1, 0, 1, 3, 3, 3, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 7, 1, 1, 2, 1, 6, 0, 1, 6]",884.0,90.0,3.0,46.0,838.0,"(82.742061743951268, 23.15867409030577)"
591,592,skipthoughts_similarity,8,8,cosine,sentence-based,n50_de_rma,"[0 1 7 2 7 6 0 3 1 0 1 7 2 5 0 1 1 3 6 3 4 4 4 7 5 1 1 5 1 2 2 2 0 5 2 2 5
 5 0 2 2 1 3 2 2 0 0 1 3 0]",408.0,60.0,5.5,76.0,332.0,"(53.414724076938164, 28.304404186904343)"
592,593,skipthoughts_similarity,10,7,nearest_neighbors,word-based,n50_de_rma,"[5, 5, 7, 2, 7, 1, 1, 4, 1, 7, 4, 4, 5, 5, 5, 8, 8, 4, 0, 4, 1, 1, 1, 4, 1, 1, 7, 1, 4, 1, 7, 7, 1, 7, 7, 2, 7, 5, 7, 1, 5, 1, 7, 5, 4, 5, 5, 1, 4, 1]",536.0,68.0,9.0,68.0,468.0,"(88.60422643835463, 24.598227098594808)"
593,594,skipthoughts_similarity,10,10,nearest_neighbors,sentence-based,n50_de_rma,"[6 5 0 4 0 9 6 0 7 0 9 4 5 2 1 4 4 0 4 0 3 3 3 8 1 5 7 2 8 5 8 5 7 9 1 2 9
 2 6 5 2 7 0 8 9 1 1 3 0 1]",300.0,52.0,5.0,84.0,216.0,"(55.68505932738384, 30.447027883827605)"
594,595,skipthoughts_similarity,10,10,precomputed,word-based,n50_de_rma,"[3, 3, 3, 7, 3, 1, 9, 3, 9, 8, 3, 4, 3, 6, 6, 5, 0, 9, 0, 9, 1, 1, 1, 4, 9, 8, 9, 3, 3, 2, 3, 3, 9, 3, 3, 7, 3, 3, 3, 2, 3, 3, 9, 3, 4, 3, 8, 1, 9, 9]",556.0,70.0,2.5,66.0,490.0,"(87.801618396884706, 25.332892488301397)"
595,596,skipthoughts_similarity,10,10,precomputed,sentence-based,n50_de_rma,"[3 1 4 1 9 7 3 0 1 9 1 6 8 2 2 1 1 0 7 0 5 5 5 6 2 1 1 0 8 8 8 8 3 4 8 8 4
 2 3 8 7 1 0 6 7 2 2 1 9 2]",318.0,62.0,4.0,74.0,244.0,"(56.607222646332914, 29.637880413234168)"
596,597,skipthoughts_similarity,10,8,rbf,word-based,n50_de_rma,"[9, 2, 6, 2, 6, 7, 2, 6, 7, 2, 6, 1, 2, 9, 2, 3, 4, 1, 0, 1, 7, 7, 2, 1, 7, 2, 6, 2, 1, 7, 2, 2, 7, 2, 2, 2, 2, 2, 6, 2, 2, 2, 6, 2, 1, 9, 2, 2, 3, 2]",662.0,76.0,4.5,60.0,602.0,"(81.780405712176744, 24.335941854476562)"
597,598,skipthoughts_similarity,10,10,rbf,sentence-based,n50_de_rma,"[5 6 1 1 1 8 1 7 6 1 8 1 2 0 0 1 1 4 1 4 3 3 3 6 0 2 6 9 6 2 2 2 0 8 8 0 8
 9 5 2 0 6 7 6 8 0 0 8 1 1]",360.0,60.0,4.5,76.0,284.0,"(55.338296561401137, 29.700410301387262)"
598,599,skipthoughts_similarity,10,5,sigmoid,word-based,n50_de_rma,"[1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 0, 0, 1, 0, 1, 4, 4, 4, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 8, 1, 8, 5, 1, 4]",1286.0,98.0,4.0,38.0,1248.0,"(65.744172893325853, 22.240215893593355)"
599,600,skipthoughts_similarity,10,10,sigmoid,sentence-based,n50_de_rma,"[0 9 0 0 0 2 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 4 0 0 0 0
 7 0 5 0 1 0 8 0 0 0 0 0 0]",1646.0,90.0,1.0,46.0,1600.0,"(45.849125903917482, 13.039788141250622)"
600,601,skipthoughts_similarity,10,9,polynomial,word-based,n50_de_rma,"[4, 4, 3, 0, 3, 8, 9, 3, 8, 3, 3, 1, 4, 1, 1, 6, 7, 3, 0, 3, 8, 8, 8, 1, 9, 3, 3, 3, 3, 2, 3, 1, 8, 1, 3, 1, 1, 4, 3, 2, 4, 0, 3, 4, 1, 4, 4, 1, 3, 1]",492.0,70.0,3.0,66.0,426.0,"(81.640492477460526, 25.06137900950894)"
601,602,skipthoughts_similarity,10,10,polynomial,sentence-based,n50_de_rma,"[3 0 8 1 3 6 3 2 0 1 6 7 6 0 0 5 3 2 1 2 4 4 4 0 0 0 0 6 0 6 6 6 3 6 0 0 6
 0 3 6 0 0 2 0 6 3 3 6 9 3]",488.0,68.0,3.0,68.0,420.0,"(56.02522269917857, 26.396490231454312)"
602,603,skipthoughts_similarity,10,7,poly,word-based,n50_de_rma,"[9, 9, 4, 6, 4, 0, 3, 4, 0, 4, 8, 8, 9, 9, 8, 5, 5, 8, 0, 8, 0, 9, 0, 8, 3, 3, 8, 8, 8, 3, 8, 8, 3, 4, 4, 8, 4, 9, 4, 9, 9, 6, 4, 9, 8, 9, 9, 8, 8, 0]",480.0,76.0,6.0,60.0,420.0,"(84.366362530504773, 25.56287934513821)"
603,604,skipthoughts_similarity,10,10,poly,sentence-based,n50_de_rma,"[1 0 7 0 1 4 1 3 0 8 4 5 4 0 0 9 1 3 4 3 2 2 2 0 0 0 0 3 0 4 4 4 1 4 0 0 4
 0 1 4 0 0 3 0 4 1 1 4 6 1]",532.0,62.0,2.0,74.0,458.0,"(55.779207399818667, 26.126570412814566)"
604,605,skipthoughts_similarity,10,9,linear,word-based,n50_de_rma,"[6, 6, 7, 7, 6, 2, 6, 4, 5, 6, 6, 4, 6, 9, 9, 3, 1, 7, 0, 7, 2, 2, 2, 7, 5, 5, 7, 6, 6, 0, 7, 7, 5, 7, 7, 7, 7, 6, 7, 0, 6, 6, 7, 6, 4, 6, 6, 0, 7, 5]",514.0,72.0,4.0,64.0,450.0,"(87.675914460351649, 25.429265808064056)"
605,606,skipthoughts_similarity,10,10,linear,sentence-based,n50_de_rma,"[1 0 9 0 1 0 1 3 0 7 0 5 0 0 0 4 1 3 8 3 2 2 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 1 0 0 0 3 0 0 1 1 0 6 1]",848.0,92.0,1.0,44.0,804.0,"(56.513892304093176, 19.372180020511127)"
606,607,skipthoughts_similarity,10,8,cosine,word-based,n50_de_rma,"[8, 0, 8, 9, 8, 3, 8, 8, 4, 8, 8, 4, 8, 0, 0, 2, 2, 9, 0, 4, 3, 3, 3, 4, 4, 8, 4, 8, 8, 1, 8, 9, 4, 9, 4, 4, 9, 8, 8, 1, 8, 8, 4, 8, 7, 8, 0, 1, 4, 4]",552.0,66.0,4.5,70.0,482.0,"(86.612774445444529, 24.752825777561828)"
607,608,skipthoughts_similarity,10,10,cosine,sentence-based,n50_de_rma,"[7 4 6 4 6 9 7 3 4 7 4 0 1 2 2 8 4 3 9 3 5 5 5 6 4 4 4 1 1 1 1 1 4 6 1 1 6
 2 7 1 1 4 2 1 1 7 2 4 4 2]",390.0,72.0,4.0,64.0,326.0,"(56.031938004493689, 28.131731714904216)"
608,609,skipthoughts_similarity,12,8,nearest_neighbors,word-based,n50_de_rma,"[6, 6, 9, 11, 9, 1, 1, 9, 1, 9, 3, 3, 6, 6, 6, 0, 0, 3, 0, 3, 7, 7, 7, 3, 1, 9, 9, 9, 3, 2, 9, 9, 1, 9, 9, 11, 9, 6, 9, 2, 6, 1, 9, 6, 3, 6, 6, 1, 3, 1]",450.0,68.0,5.5,68.0,382.0,"(95.152481694024004, 26.250274215863342)"
609,610,skipthoughts_similarity,12,12,nearest_neighbors,sentence-based,n50_de_rma,"[ 0  4  0  7  3  2  0  3  6  3  5  9  1 11  7  9  9  3  9  3  8  8  8 10  4
 10  6 11  5  1  1  1  6  2  5 11  2 11  0  1 11  6  3 10  2  7  4  8  3  7]",254.0,52.0,4.0,84.0,170.0,"(58.413197410319526, 31.152583276331356)"
