,index,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M,False Positive,False Negative,costs
191,192,total_set_similairy,12,12,cosine,sentence-based,n50_de_rma,"[ 9  1  5  7  5  7  2  5 10  4  0  8  0  2  2 11 11  3  7  3  0  0  0  7  7
  1  5  7  6  1  1  1  9  7  7  2  1  2  9  1  1  1  5  1  6  2  2  7  3  1]",346.0,60.0,3.0,76.0,270.0,"(7.7981178922000751, 4.2941754166431521)"
192,193,total_set_similairy,14,9,nearest_neighbors,word-based,n50_de_rma,"[2, 2, 5, 0, 5, 6, 13, 5, 6, 12, 5, 8, 2, 2, 2, 3, 7, 12, 0, 12, 6, 2, 2, 5, 13, 13, 5, 13, 12, 13, 2, 5, 6, 5, 5, 2, 5, 2, 5, 13, 2, 2, 3, 2, 2, 2, 2, 2, 12, 6]",490.0,76.0,5.0,60.0,430.0,"(98.407962120642395, 27.137563265381647)"
193,194,total_set_similairy,14,14,nearest_neighbors,sentence-based,n50_de_rma,"[ 8  0  5  2  5 11 10  7  2  8  3  2 13  5  0  1  2  7  2  7  9  9  9  5  3
  1  6  6  6 10  1 13  4  5  3 12 13 12  4  1 11 11  8 12  5 10  0 11  7  2]",240.0,46.0,3.0,90.0,150.0,"(7.3763138160973414, 4.654442843553694)"
194,195,total_set_similairy,14,11,precomputed,word-based,n50_de_rma,"[3, 3, 12, 13, 12, 9, 3, 12, 9, 10, 3, 5, 3, 3, 3, 1, 10, 1, 0, 1, 6, 6, 3, 12, 3, 0, 12, 3, 1, 9, 3, 12, 5, 12, 12, 5, 2, 3, 12, 9, 3, 3, 12, 3, 4, 3, 3, 3, 5, 5]",504.0,64.0,2.0,72.0,432.0,"(98.766775330557977, 27.199077294149092)"
195,196,total_set_similairy,14,14,precomputed,sentence-based,n50_de_rma,"[ 6  6  4  8  4  0  0  4 10  0 13  2 13 11 11  7  7  8  9  5  9  9  9  6  6
 13 13  1 12 13 13  3 10  3  3 11  3  6  6  6 13  6  4  6 12  6 11  1  5  2]",258.0,64.0,2.5,72.0,186.0,"(7.7720834228831759, 4.5032270100900691)"
196,197,total_set_similairy,14,9,rbf,word-based,n50_de_rma,"[9, 9, 4, 4, 4, 5, 9, 4, 12, 7, 9, 5, 10, 3, 3, 7, 11, 4, 0, 0, 12, 9, 9, 4, 7, 4, 4, 9, 9, 10, 9, 4, 12, 4, 4, 9, 4, 9, 4, 10, 9, 9, 5, 9, 3, 9, 9, 9, 0, 5]",508.0,74.0,3.0,62.0,446.0,"(89.031668836520268, 24.700939721612212)"
197,198,total_set_similairy,14,14,rbf,sentence-based,n50_de_rma,"[13  0  4 12  4 11 11  4  6  5  1 12  0  6  0  2 12  3  7  3  7  7  7 12  9
  6  8  6 10  0  0  6 13 12 12  0  6  0 13  6  8  6  4  0 10  0  0  6  3 12]",312.0,60.0,2.5,76.0,236.0,"(7.8581484127670738, 4.3911694682278331)"
198,199,total_set_similairy,14,5,sigmoid,word-based,n50_de_rma,"[0, 0, 2, 0, 2, 0, 2, 2, 12, 12, 2, 2, 0, 9, 9, 6, 6, 12, 0, 12, 2, 0, 0, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 9, 2, 2, 0, 0, 0, 2, 0, 2, 0, 9, 0, 12, 0]",782.0,92.0,5.0,44.0,738.0,"(63.998276059703578, 24.643686741463121)"
199,200,total_set_similairy,14,14,sigmoid,sentence-based,n50_de_rma,"[ 5  0  0  8 11  0  0 11  3 12  0 10  0  7  0  0  4 11  0 11  0  0  0  1  0
  0  0  0  0  0  0  0  0  2  0  0  0  0 13  0  0  0  6  0  0  0  0  0 11  9]",1042.0,110.0,1.0,26.0,1016.0,"(7.4267146391903927, 2.3782145666743584)"
200,201,total_set_similairy,14,8,polynomial,word-based,n50_de_rma,"[7, 7, 6, 8, 6, 1, 1, 6, 1, 5, 6, 1, 7, 7, 7, 10, 10, 5, 0, 5, 1, 7, 7, 6, 1, 1, 1, 1, 5, 2, 7, 5, 1, 6, 5, 7, 5, 7, 6, 7, 7, 7, 1, 7, 5, 7, 7, 7, 1, 1]",566.0,74.0,4.5,62.0,504.0,"(90.476528898853203, 26.484969846566873)"
201,202,total_set_similairy,14,14,polynomial,sentence-based,n50_de_rma,"[12  1 13  5 13  1  1  0  4 11  1  9  1  6  1  1  7  0  1  0  1  1  1  8  1
  1  1  1  1  1  1  1 13  3  1  1  1  1 13  1  1  1 10  1  1  1  1  1  0  2]",944.0,98.0,1.0,38.0,906.0,"(7.6261355341799959, 2.6301855097659708)"
202,203,total_set_similairy,14,9,poly,word-based,n50_de_rma,"[12, 12, 11, 12, 11, 8, 8, 11, 8, 8, 5, 8, 12, 7, 5, 4, 4, 3, 0, 8, 8, 12, 12, 8, 8, 8, 8, 12, 5, 13, 5, 5, 8, 5, 5, 12, 5, 12, 11, 12, 12, 12, 8, 12, 5, 12, 12, 12, 8, 8]",562.0,80.0,2.0,56.0,506.0,"(91.573307940454725, 26.785519641691597)"
203,204,total_set_similairy,14,14,poly,sentence-based,n50_de_rma,"[11  0 13  7 13  0  0  6  4  9  0 12  0  2  0  0 10  6  0  6  0  0  0  3  0
  0  0  0  0  0  0  0 13  5  0  0  0  0 13  0  0  0  8  0  0  0  0  0  6  1]",944.0,98.0,1.0,38.0,906.0,"(7.6261355341799959, 2.6301855097659708)"
204,205,total_set_similairy,14,10,linear,word-based,n50_de_rma,"[11, 11, 7, 12, 7, 2, 11, 7, 3, 2, 11, 1, 11, 11, 11, 10, 10, 10, 0, 10, 6, 11, 11, 7, 11, 3, 7, 11, 10, 3, 11, 11, 1, 7, 7, 11, 0, 11, 7, 3, 11, 11, 2, 11, 4, 11, 11, 11, 10, 1]",582.0,68.0,3.0,68.0,514.0,"(99.038621970867283, 27.234752728286288)"
205,206,total_set_similairy,14,14,linear,sentence-based,n50_de_rma,"[10  1 13  9 13  1  1  4  7 12  1 11  1  6  1  1  8  4  1  4  1  1  1  2  1
  1  1  1  1  1  1  1 13  3  1  1  1  1 13  1  1  1  5  1  1  1  1  1  4  0]",944.0,98.0,1.0,38.0,906.0,"(7.6261355341799959, 2.6301855097659708)"
206,207,total_set_similairy,14,11,cosine,word-based,n50_de_rma,"[11, 11, 4, 13, 9, 9, 9, 4, 10, 9, 11, 3, 11, 11, 11, 1, 1, 4, 0, 3, 2, 2, 11, 4, 11, 8, 4, 11, 11, 10, 11, 4, 0, 4, 4, 11, 11, 11, 4, 10, 11, 11, 4, 11, 12, 11, 11, 11, 1, 3]",542.0,74.0,3.0,62.0,480.0,"(97.557260091793381, 26.435532120591795)"
207,208,total_set_similairy,14,14,cosine,sentence-based,n50_de_rma,"[12  2  8  2  8  4 11  8  5  7  2  3  4  1  1 10 10  0  2  0  2  2  2  2  9
  6  6  2 13  4  2  6 12  6  4  2  6  4 12  6  6  6  8  6 13  1  1  2  0  4]",344.0,58.0,2.5,78.0,266.0,"(7.8544605153881522, 4.3276560671075934)"
208,209,total_set_similairy,16,9,nearest_neighbors,word-based,n50_de_rma,"[12, 3, 7, 9, 7, 0, 11, 7, 11, 0, 7, 4, 3, 3, 3, 0, 8, 9, 0, 2, 11, 12, 11, 7, 0, 11, 7, 12, 2, 11, 12, 7, 11, 7, 7, 12, 7, 12, 7, 11, 12, 12, 7, 12, 4, 12, 3, 12, 2, 11]",426.0,62.0,5.0,74.0,352.0,"(100.13328757867866, 27.768575262263873)"
209,210,total_set_similairy,16,16,nearest_neighbors,sentence-based,n50_de_rma,"[ 7  4  1  6  1 15  2  1  6  7  9  6  2 12  5  8  6 10  6  1  8  8  8 12 11
 13  3  3  3  2  2 10  7  3  9  0 10 11  7 13  4 13  7  0 14  5  5 15  1 12]",212.0,52.0,3.0,84.0,128.0,"(7.2108488561228574, 4.6881801033045738)"
210,211,total_set_similairy,16,10,precomputed,word-based,n50_de_rma,"[7, 7, 0, 14, 0, 3, 7, 0, 11, 13, 7, 2, 7, 12, 12, 13, 13, 4, 0, 4, 1, 7, 1, 0, 7, 0, 0, 7, 7, 11, 7, 0, 0, 0, 0, 4, 0, 7, 0, 11, 7, 7, 0, 7, 2, 7, 7, 7, 4, 4]",526.0,76.0,2.5,60.0,466.0,"(101.06834652749545, 27.787542132547333)"
211,212,total_set_similairy,16,16,precomputed,sentence-based,n50_de_rma,"[ 4  3  1  2  1  0 13  1 14 13 15  4 15  6  8  5  5  2 11  2 11 11 11  3  3
  0  0  3 10  0  0  0  4 12 12  9  0  0  4  0  9  0  3  8 10  8  8  6  2  7]",240.0,62.0,2.0,74.0,166.0,"(7.701768963426459, 4.5373037807683296)"
212,213,total_set_similairy,16,10,rbf,word-based,n50_de_rma,"[0, 0, 11, 11, 11, 8, 0, 11, 12, 7, 0, 15, 13, 6, 6, 7, 14, 11, 0, 1, 12, 0, 0, 11, 7, 11, 11, 0, 0, 13, 0, 11, 12, 11, 11, 11, 11, 0, 11, 13, 0, 0, 11, 0, 6, 0, 6, 0, 1, 8]",518.0,76.0,3.0,60.0,458.0,"(94.233615274305748, 26.259355342524518)"
213,214,total_set_similairy,16,16,rbf,sentence-based,n50_de_rma,"[ 7  0  4  1  4  0  0  4  0 11  3  1  0  1  0 10  1  5  1  5 12 12 12  1  8
  0  9  1  2  0  0  0  7  1  6 15  0  0  7  0  9 13  1  0 14  0  0 12  5  0]",446.0,58.0,1.0,78.0,368.0,"(7.7140123382752046, 4.0938640251148009)"
214,215,total_set_similairy,16,8,sigmoid,word-based,n50_de_rma,"[7, 7, 5, 4, 5, 7, 5, 5, 5, 5, 5, 1, 7, 9, 9, 15, 15, 5, 0, 5, 7, 7, 7, 5, 7, 14, 5, 5, 5, 4, 5, 5, 5, 9, 5, 7, 5, 7, 5, 7, 7, 7, 5, 9, 9, 7, 9, 7, 5, 7]",704.0,88.0,2.0,48.0,656.0,"(79.301893355716402, 26.583125496818298)"
215,216,total_set_similairy,16,16,sigmoid,sentence-based,n50_de_rma,"[11 15 14  9 14 15 15  1  6 13 15  7 15  2 15 15  8  1 15  1 15 15 15  5 15
 15  1  0 15 15 15 15 15  3 15 15 15 15 12 15 15 15 10 15 14 15 15 15  1  4]",848.0,88.0,1.0,48.0,800.0,"(7.620721318852425, 2.8821347497630363)"
216,217,total_set_similairy,16,7,polynomial,word-based,n50_de_rma,"[0, 0, 8, 8, 8, 8, 8, 3, 8, 1, 8, 11, 8, 0, 0, 2, 13, 1, 0, 1, 8, 0, 0, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 0, 8, 8, 0, 0, 0, 0, 8, 11, 11]",914.0,114.0,3.0,22.0,892.0,"(94.226466909245829, 27.283393778390767)"
217,218,total_set_similairy,16,16,polynomial,sentence-based,n50_de_rma,"[12  0 14 11 14  0 14  9  1 10  0 15  0  4 14  0 13  9  0  9  0  0  0  6  0
  0  0  3  0  0  0  0 14  8  0 14  0 14  2  0  0  0  5 14 14 14 14  0  9  7]",614.0,78.0,1.0,58.0,556.0,"(7.6820316683862808, 3.516497049652048)"
218,219,total_set_similairy,16,9,poly,word-based,n50_de_rma,"[4, 8, 7, 8, 7, 4, 4, 7, 4, 13, 0, 4, 8, 11, 11, 5, 2, 13, 0, 4, 4, 8, 8, 7, 4, 4, 7, 8, 0, 6, 0, 0, 4, 0, 0, 8, 0, 0, 7, 6, 8, 8, 4, 8, 0, 8, 8, 8, 4, 4]",480.0,72.0,2.0,64.0,416.0,"(93.428706076597095, 27.269096696261968)"
219,220,total_set_similairy,16,16,poly,sentence-based,n50_de_rma,"[13  1 15  2 15  1 15  5  8 10  1 14  1  3 15  1 11  5  1  5  1  1  1  6  1
  1  1  4  1  1  1  1 15 12  1 15  1 15  7  1  1  1  9 15 15 15 15  1  5  0]",614.0,78.0,1.0,58.0,556.0,"(7.6820316683862808, 3.516497049652048)"
220,221,total_set_similairy,16,9,linear,word-based,n50_de_rma,"[15, 15, 4, 8, 4, 1, 0, 4, 1, 10, 4, 12, 15, 15, 15, 9, 10, 12, 0, 12, 4, 15, 15, 4, 15, 4, 4, 4, 9, 0, 15, 4, 4, 4, 4, 12, 4, 15, 4, 0, 15, 15, 4, 15, 6, 15, 15, 15, 12, 12]",566.0,74.0,2.0,62.0,504.0,"(102.81646252824507, 27.88477274693696)"
221,222,total_set_similairy,16,16,linear,sentence-based,n50_de_rma,"[14  1  0  6  0  1  1  5  8 12  1 15  1 10  1  1 13  5  1  5  1  1  1  3  1
  1  1  2  1  1  1  1  0  4  1  1  1  1 11  1  1  1  9  1  0  1  1  1  5  7]",858.0,82.0,1.0,54.0,804.0,"(7.7327567566202537, 2.8779998795040758)"
222,223,total_set_similairy,16,10,cosine,word-based,n50_de_rma,"[7, 7, 10, 3, 10, 1, 1, 10, 1, 8, 10, 5, 7, 7, 7, 8, 9, 5, 0, 5, 6, 7, 6, 10, 7, 1, 10, 10, 7, 1, 7, 10, 5, 10, 10, 5, 10, 7, 10, 1, 7, 7, 10, 7, 15, 7, 7, 7, 5, 5]",514.0,72.0,2.0,64.0,450.0,"(101.70982165975708, 27.517548199293678)"
223,224,total_set_similairy,16,16,cosine,sentence-based,n50_de_rma,"[15  3 11  2 11  3  9 11  0 14 12  5 12  3  3  8  8  1 10  1 10 10 10  2  4
  0  0  3  6  0 13  0 15  2  7  3  0  3 15  0  0  0 11  3  6  3  3  3  1 12]",288.0,66.0,2.5,70.0,218.0,"(8.0792677336892105, 4.397516910059994)"
224,225,total_set_similairy,18,10,nearest_neighbors,word-based,n50_de_rma,"[16, 8, 2, 1, 2, 10, 17, 2, 10, 11, 2, 0, 8, 8, 8, 11, 6, 1, 0, 13, 10, 16, 10, 2, 11, 17, 2, 16, 13, 17, 16, 2, 10, 2, 2, 16, 2, 16, 2, 17, 16, 16, 2, 16, 0, 16, 8, 16, 13, 17]",388.0,60.0,4.0,76.0,312.0,"(103.57737805279002, 28.354141749845091)"
225,226,total_set_similairy,18,18,nearest_neighbors,sentence-based,n50_de_rma,"[ 0 16 15 10  3  6  1  3 10  0  2 17  6  4 13  2 10  3 10  3  9  9  9  4 15
 12 14 14 14  6  6 11  0 14  8  7 11  5  0 13  4 12 17  2 14  1  1  2  3  4]",204.0,52.0,2.5,84.0,120.0,"(7.4780777975779538, 4.6937884995717472)"
226,227,total_set_similairy,18,11,precomputed,word-based,n50_de_rma,"[9, 9, 17, 5, 17, 8, 9, 17, 8, 6, 9, 1, 9, 4, 16, 6, 6, 13, 0, 13, 7, 9, 7, 17, 4, 17, 17, 9, 0, 8, 9, 17, 17, 17, 17, 9, 17, 9, 17, 9, 9, 9, 17, 9, 1, 9, 9, 9, 13, 13]",494.0,76.0,2.0,60.0,434.0,"(105.40167449501708, 28.304365495887847)"
227,228,total_set_similairy,18,18,precomputed,sentence-based,n50_de_rma,"[ 1 13 12  9 12 14 11 12  1 11  4  2  4 15  3  8  8  5  8  5  7  7  7  0  6
  6  6 16 17 13 13  2  1  2  2  9  2 13  1 13 13 10 12 10 17 13  3  7  5 13]",216.0,56.0,2.0,80.0,136.0,"(7.8607184927389282, 4.6310812729338)"
228,229,total_set_similairy,18,12,rbf,word-based,n50_de_rma,"[0, 17, 12, 12, 12, 5, 17, 12, 3, 8, 12, 1, 17, 11, 0, 8, 9, 2, 0, 14, 3, 17, 17, 12, 8, 12, 12, 17, 0, 10, 0, 12, 3, 12, 12, 12, 12, 0, 12, 10, 17, 17, 12, 0, 0, 17, 17, 17, 14, 5]",440.0,70.0,2.0,66.0,374.0,"(95.71599781901574, 26.486246730757593)"
229,230,total_set_similairy,18,18,rbf,sentence-based,n50_de_rma,"[16  4  8 13  8  7  7  8  0 11 10 13  4  4  4  9 13  5 12  5 12 12 12 13  2
  0  0  0  1  4  7  7 16 13  3 14  7  4 16  4  6 15 13  4 17  4  4  0  5  4]",284.0,56.0,1.0,80.0,204.0,"(7.9731520529637567, 4.47440765279869)"
230,231,total_set_similairy,18,6,sigmoid,word-based,n50_de_rma,"[11, 11, 2, 11, 2, 11, 11, 2, 11, 2, 2, 2, 11, 10, 10, 5, 9, 2, 0, 2, 11, 11, 11, 2, 11, 11, 2, 11, 10, 11, 2, 2, 11, 2, 2, 11, 0, 2, 2, 11, 10, 11, 2, 11, 2, 11, 10, 11, 2, 11]",872.0,70.0,3.5,66.0,806.0,"(73.188672895157453, 27.289480384260507)"
231,232,total_set_similairy,18,18,sigmoid,sentence-based,n50_de_rma,"[ 7  1 14  9 14  1  1 17 10 12  1 15  1  8  1  1  0 17  1 17  1  1  1  6  1
  1 16  2  1  1  1  1 13  3  1  1  1  1  4  1  1  1 11  1 14  1  1  1 17  5]",800.0,80.0,1.0,56.0,744.0,"(7.8914689634000954, 3.0158782200661824)"
232,233,total_set_similairy,18,12,polynomial,word-based,n50_de_rma,"[11, 11, 2, 7, 2, 10, 10, 2, 10, 5, 10, 4, 11, 15, 15, 1, 6, 5, 0, 10, 10, 11, 11, 2, 10, 10, 10, 10, 17, 13, 17, 17, 10, 2, 2, 17, 17, 11, 2, 11, 11, 11, 10, 11, 17, 11, 11, 11, 10, 10]",440.0,80.0,1.5,56.0,384.0,"(96.566159879054752, 27.864071944108488)"
233,234,total_set_similairy,18,18,polynomial,sentence-based,n50_de_rma,"[ 9  0 13 11 13  0  0  3 12 16  0 15  0  2  0  0 14  3  7  3  0  0  7  8  0
  0  7  1  0  0  0  0 13 10  0  0  0  0  5  0  0  0  6  0 17  0  0  0  3  4]",700.0,80.0,1.0,56.0,644.0,"(8.0658384758091817, 3.2380592503897305)"
234,235,total_set_similairy,18,13,poly,word-based,n50_de_rma,"[9, 9, 14, 15, 14, 0, 9, 17, 3, 17, 2, 0, 9, 12, 2, 6, 7, 17, 0, 17, 8, 9, 9, 14, 9, 14, 14, 9, 17, 13, 2, 2, 0, 2, 14, 2, 2, 2, 14, 9, 9, 9, 14, 9, 2, 9, 9, 9, 4, 0]",420.0,72.0,1.0,64.0,356.0,"(98.703959910746477, 27.597396613660759)"
235,236,total_set_similairy,18,18,poly,sentence-based,n50_de_rma,"[13  0 16  7 16  0  0  4 12  8  0 15  0  1  0  0  9  4 10  4  0  0 10  3  0
  0 10 14  0  0  0  0 16 11  0  0  0  0  6  0  0  0  5  0 17  0  0  0  4  2]",700.0,80.0,1.0,56.0,644.0,"(8.0658384758091817, 3.2380592503897305)"
236,237,total_set_similairy,18,12,linear,word-based,n50_de_rma,"[12, 12, 13, 1, 0, 16, 12, 14, 16, 14, 12, 7, 12, 2, 2, 5, 5, 14, 0, 14, 9, 9, 9, 12, 12, 12, 13, 12, 14, 11, 12, 12, 16, 13, 12, 12, 7, 12, 12, 11, 12, 12, 5, 12, 8, 12, 12, 12, 14, 7]",536.0,68.0,3.0,68.0,468.0,"(105.99064937840214, 28.103870837161217)"
237,238,total_set_similairy,18,18,linear,sentence-based,n50_de_rma,"[ 9  0 17 12 17  0  0 14  8 10  0 16  0  3  0  0 13 14  0 14  0  0  0  4  0
  0 15  2  0  0  0  0 11  7  0  0  0  0  1  0  0  0  5  0 17  0  0  0 14  6]",800.0,80.0,1.0,56.0,744.0,"(7.8914689634000954, 3.0158782200661824)"
238,239,total_set_similairy,18,12,cosine,word-based,n50_de_rma,"[7, 7, 1, 2, 1, 5, 7, 1, 8, 3, 1, 12, 7, 7, 7, 3, 16, 12, 0, 12, 11, 11, 7, 1, 7, 6, 1, 1, 3, 8, 7, 14, 12, 1, 1, 12, 14, 7, 1, 8, 7, 7, 1, 7, 0, 7, 7, 7, 12, 12]",472.0,62.0,2.0,74.0,398.0,"(103.6717348637488, 27.126307273047992)"
239,240,total_set_similairy,18,18,cosine,sentence-based,n50_de_rma,"[17  2  0  4  0  2 12  0  8 13  5  7  2  2  2 15 15 11 15 11  4  4  4  2  9
  3  3  3 14  2 10  1 17  1  6  3 16  2 17  1  1  1  0  2 14  2  2  3 11  2]",286.0,58.0,1.5,78.0,208.0,"(8.0855990328356118, 4.4487002920711491)"
240,241,total_set_similairy,20,11,nearest_neighbors,word-based,n50_de_rma,"[19, 19, 3, 3, 3, 9, 5, 3, 9, 8, 19, 15, 19, 10, 10, 12, 14, 8, 0, 8, 9, 19, 9, 3, 12, 3, 3, 19, 19, 18, 19, 3, 9, 3, 3, 19, 3, 19, 3, 18, 19, 19, 3, 19, 15, 19, 19, 19, 8, 9]",484.0,74.0,2.0,62.0,422.0,"(106.86646446958603, 29.053598725894634)"
241,242,total_set_similairy,20,20,nearest_neighbors,sentence-based,n50_de_rma,"[ 0  8  3  1  2 16  5  2  6  0  1  0  7 17  8  4  1  9  1  2  4  4  4 18  3
 10 17 13 19  5  9  9  6 17 14 12  9  3 18  8 16 10  0 12 17  5  8 11  2 15]",200.0,46.0,2.0,90.0,110.0,"(7.4461280064596433, 4.7355127093909495)"
242,243,total_set_similairy,20,13,precomputed,word-based,n50_de_rma,"[4, 4, 1, 13, 1, 7, 4, 1, 7, 18, 16, 2, 4, 15, 15, 7, 9, 19, 0, 0, 5, 4, 4, 16, 0, 1, 1, 4, 19, 11, 4, 16, 7, 1, 1, 0, 16, 4, 1, 11, 4, 4, 1, 4, 16, 4, 4, 4, 0, 0]",404.0,66.0,2.0,70.0,334.0,"(109.67203157233395, 28.687728744457914)"
243,244,total_set_similairy,20,20,precomputed,sentence-based,n50_de_rma,"[ 1  1  6  4  6 18  1  6 17  1 11 14 11 13  1  8  8  4 19 15  5  5  5 12  7
 16  2  9  3  1  1 16  0 14 14  1 14  1  0 16 11 16  6  1  3  1  1 10 15 11]",258.0,62.0,2.0,74.0,184.0,"(8.0907683134810657, 4.5066216777810659)"
244,245,total_set_similairy,20,15,rbf,word-based,n50_de_rma,"[7, 9, 14, 14, 19, 2, 19, 14, 16, 19, 7, 12, 9, 6, 7, 1, 5, 10, 0, 10, 16, 9, 9, 14, 1, 17, 17, 9, 7, 13, 7, 14, 16, 14, 14, 14, 14, 7, 14, 13, 9, 9, 1, 7, 7, 9, 9, 9, 8, 2]",308.0,70.0,2.0,66.0,242.0,"(97.185705335778096, 25.93495732695537)"
245,246,total_set_similairy,20,20,rbf,sentence-based,n50_de_rma,"[19 13 16  1 16  4  4 16  3 14  8  1 13 13 13 17  1  7  0  7  0  0  0  1  2
  3 15  3  6 13  4  3 19  1 11 12  3 13 19 13 10  5 16 13  1 13 13 18  7  9]",260.0,54.0,1.0,82.0,178.0,"(8.0191335836300546, 4.5297477171687568)"
246,247,total_set_similairy,20,8,sigmoid,word-based,n50_de_rma,"[4, 4, 9, 10, 9, 2, 9, 9, 2, 9, 9, 9, 4, 15, 15, 7, 11, 9, 0, 9, 2, 4, 4, 9, 4, 9, 9, 9, 9, 2, 9, 9, 2, 15, 9, 4, 15, 4, 4, 4, 4, 4, 9, 4, 15, 4, 15, 4, 7, 2]",592.0,86.0,4.0,50.0,542.0,"(79.331101421738921, 26.319255259496881)"
247,248,total_set_similairy,20,20,sigmoid,sentence-based,n50_de_rma,"[ 4  1  1 12  1  1  1  0  5 15  1  3  1  7  1  1  8  0  1  0  1  1 17  6  1
  1 16  9  1  1  1  1 19 11  1  1  1  1 10  1  1  1 14  1 18  1  1 13  0  2]",798.0,78.0,1.0,58.0,740.0,"(7.7872154338406254, 3.061031175131971)"
248,249,total_set_similairy,20,12,polynomial,word-based,n50_de_rma,"[10, 10, 16, 11, 16, 13, 7, 7, 9, 7, 7, 6, 10, 0, 15, 18, 4, 7, 0, 7, 9, 10, 10, 16, 10, 16, 16, 10, 7, 2, 15, 7, 13, 16, 16, 10, 15, 10, 16, 10, 10, 10, 16, 10, 7, 10, 10, 10, 13, 13]",448.0,72.0,2.0,64.0,384.0,"(101.81811722169004, 28.008459739283218)"
249,250,total_set_similairy,20,20,polynomial,sentence-based,n50_de_rma,"[16  1  7  8  7  1  1 19  6 14  1 18  1  0  1  1 13 19  1 19  1  1 10  3  1
  1  2 11  1  1  1  1  7  4  1  1  1  1  5  1  1  1 15  1 17  1  1  9 19 12]",706.0,74.0,1.0,62.0,644.0,"(7.9981423006025256, 3.2625315828899559)"
250,251,total_set_similairy,20,13,poly,word-based,n50_de_rma,"[8, 8, 6, 8, 6, 7, 18, 18, 1, 18, 18, 11, 8, 15, 15, 14, 7, 2, 0, 2, 9, 8, 8, 6, 8, 9, 6, 8, 18, 16, 6, 6, 11, 6, 6, 6, 6, 8, 10, 8, 8, 8, 6, 8, 18, 8, 8, 8, 2, 2]",426.0,80.0,2.0,56.0,370.0,"(103.37758356592622, 28.526007377823575)"
251,252,total_set_similairy,20,20,poly,sentence-based,n50_de_rma,"[12  0  2  6  2  0  0 15  7 10  0 17  0  8  0  0 18 15  0 15  0  0 16  4  0
  0 13  1  0  0  0  0 19  9  0  0  0  0  3  0  0  0 14  0  2  0  0 11 15  5]",706.0,74.0,1.0,62.0,644.0,"(7.9836895740992402, 3.2637578501172584)"
252,253,total_set_similairy,20,16,linear,word-based,n50_de_rma,"[19, 19, 7, 8, 7, 6, 6, 7, 10, 13, 19, 16, 6, 2, 19, 10, 11, 14, 0, 15, 17, 1, 17, 7, 6, 13, 7, 19, 15, 6, 19, 7, 10, 7, 7, 17, 4, 19, 7, 3, 19, 19, 7, 19, 16, 19, 19, 6, 15, 17]",346.0,60.0,1.5,76.0,270.0,"(109.33499302627555, 28.610242870621381)"
253,254,total_set_similairy,20,20,linear,sentence-based,n50_de_rma,"[11  1  1  3  1  1  1  4  5 18  1 19  1  7  1  1 16  4  1  4  1  1 14  8  1
  1 13  6  1  1  1  1 17 12  1  1  1  1  2  1  1  1  9  1  0  1  1 10  4 15]",798.0,78.0,1.0,58.0,740.0,"(7.7872154338406254, 3.061031175131971)"
254,255,total_set_similairy,20,15,cosine,word-based,n50_de_rma,"[0, 0, 4, 15, 14, 11, 14, 4, 11, 14, 4, 12, 0, 9, 9, 11, 7, 6, 0, 6, 16, 16, 5, 4, 11, 10, 4, 0, 3, 8, 0, 4, 11, 4, 4, 0, 19, 0, 4, 8, 0, 0, 4, 0, 12, 0, 9, 0, 6, 6]",366.0,58.0,2.0,78.0,288.0,"(109.90086907990838, 28.074657602779553)"
255,256,total_set_similairy,20,20,cosine,sentence-based,n50_de_rma,"[ 3  4  0  4  0 18  6  0  9  2 10  7  2  1  1  8  8  5  8  5 16 16 16  1 17
  2 16  4 13  4 11 14  3  4 12 19 15  4  3  1  4  4  0  4  1  1  1  1  5  2]",248.0,60.0,1.0,76.0,172.0,"(7.847448886683801, 4.5546255056282572)"
256,257,total_set_similairy,22,11,nearest_neighbors,word-based,n50_de_rma,"[5, 5, 9, 9, 9, 6, 5, 9, 6, 1, 5, 21, 5, 2, 2, 0, 13, 1, 0, 1, 6, 5, 5, 9, 16, 16, 9, 5, 5, 16, 5, 9, 21, 9, 9, 5, 9, 5, 17, 16, 5, 5, 9, 5, 8, 5, 5, 5, 1, 21]",498.0,72.0,3.0,64.0,434.0,"(111.07805634135842, 29.061285349699407)"
257,258,total_set_similairy,22,22,nearest_neighbors,sentence-based,n50_de_rma,"[ 2  6 19 21 19  1 18 19  7  2 20  2 10  2  6  8  0  5  3 19  3  3  3  4 14
  9 12  5 15  1 13 13  7  4 17 11 13 16  2  6  2  9  2 11  4 18  6  8  5  2]",212.0,48.0,2.0,88.0,124.0,"(7.52971241026962, 4.7340891669809562)"
258,259,total_set_similairy,22,14,precomputed,word-based,n50_de_rma,"[3, 3, 9, 16, 1, 13, 1, 9, 13, 1, 3, 4, 3, 8, 3, 13, 14, 16, 0, 1, 10, 10, 10, 9, 6, 18, 9, 3, 12, 11, 3, 9, 13, 9, 9, 3, 9, 3, 9, 11, 3, 3, 9, 3, 4, 3, 3, 3, 1, 6]",396.0,68.0,2.0,68.0,328.0,"(112.37447543147015, 28.957684881117181)"
